Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GRLCL_1D_ETHCD Spectral Count	GRLCL_1D_HCD Spectral Count	GRLCL_2D_ETHCD Spectral Count	GRLCL_1D_ETHCD Intensity	GRLCL_1D_HCD Intensity	GRLCL_2D_ETHCD Intensity	Indistinguishable Proteins
sp|Q9NQ55|SSF1_HUMAN	Q9NQ55	SSF1_HUMAN	PPAN	473	Homo sapiens	1:Experimental evidence at protein level	Suppressor of SWI4 1 homolog	1.0000	0.9923	5	6	6	6	1	4	1	     0	     0	     0		
sp|Q9NQC7|CYLD_HUMAN	Q9NQC7	CYLD_HUMAN	CYLD	956	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase CYLD	1.0000	0.9986	2	4	4	4	1	1	2	     0	     0	     0		
sp|Q9NQG6|MID51_HUMAN	Q9NQG6	MID51_HUMAN	MIEF1	463	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial dynamics protein MIEF1	1.0000	0.9977	2	3	3	3	1	0	2	     0	     0	     0		
sp|Q9NQT4|EXOS5_HUMAN	Q9NQT4	EXOS5_HUMAN	EXOSC5	235	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP46	1.0000	0.9988	3	3	3	3	0	2	1	     0	     0	     0		
sp|Q9NQT5|EXOS3_HUMAN	Q9NQT5	EXOS3_HUMAN	EXOSC3	275	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP40	1.0000	0.9975	2	3	3	3	1	1	1	     0	     0	     0		
sp|Q9NQW6|ANLN_HUMAN	Q9NQW6	ANLN_HUMAN	ANLN	1124	Homo sapiens	1:Experimental evidence at protein level	Anillin	1.0000	0.9911	3	3	3	3	0	0	3	     0	     0	     0		
sp|Q9NQX3|GEPH_HUMAN	Q9NQX3	GEPH_HUMAN	GPHN	736	Homo sapiens	1:Experimental evidence at protein level	Gephyrin	1.0000	0.9962	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q9NQY0|BIN3_HUMAN	Q9NQY0	BIN3_HUMAN	BIN3	253	Homo sapiens	1:Experimental evidence at protein level	Bridging integrator 3	1.0000	0.9947	2	4	4	4	0	2	2	     0	     0	     0		
sp|Q9NR09|BIRC6_HUMAN	Q9NR09	BIRC6_HUMAN	BIRC6	4857	Homo sapiens	1:Experimental evidence at protein level	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6	1.0000	0.9979	11	17	17	17	3	8	6	     0	     0	     0		
sp|Q9NR30|DDX21_HUMAN	Q9NR30	DDX21_HUMAN	DDX21	783	Homo sapiens	1:Experimental evidence at protein level	Nucleolar RNA helicase 2	1.0000	0.9962	3	9	9	9	3	3	3	     0	     0	     0		
sp|Q9NR33|DPOE4_HUMAN	Q9NR33	DPOE4_HUMAN	POLE4	117	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase epsilon subunit 4	1.0000	0.9971	3	7	7	7	1	0	6	     0	     0	     0		
sp|Q9NR50|EI2BG_HUMAN	Q9NR50	EI2BG_HUMAN	EIF2B3	452	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2B subunit gamma	1.0000	0.9919	2	2	2	2	0	2	0	     0	     0	     0		
sp|Q9NR96|TLR9_HUMAN	Q9NR96	TLR9_HUMAN	TLR9	1032	Homo sapiens	1:Experimental evidence at protein level	Toll-like receptor 9	1.0000	0.9964	5	8	8	8	1	4	3	     0	     0	     0		
sp|Q9NRA8|4ET_HUMAN	Q9NRA8	4ET_HUMAN	EIF4ENIF1	985	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E transporter	1.0000	0.9952	2	4	4	4	1	2	1	     0	     0	     0		
sp|Q9NRG9|AAAS_HUMAN	Q9NRG9	AAAS_HUMAN	AAAS	546	Homo sapiens	1:Experimental evidence at protein level	Aladin	1.0000	0.9980	4	7	7	7	2	3	2	     0	     0	     0		
sp|Q9NRH2|SNRK_HUMAN	Q9NRH2	SNRK_HUMAN	SNRK	765	Homo sapiens	1:Experimental evidence at protein level	SNF-related serine/threonine-protein kinase	1.0000	0.9958	2	3	3	3	0	0	3	     0	     0	     0		
sp|Q9NRL2|BAZ1A_HUMAN	Q9NRL2	BAZ1A_HUMAN	BAZ1A	1556	Homo sapiens	1:Experimental evidence at protein level	Bromodomain adjacent to zinc finger domain protein 1A	1.0000	0.9979	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NRL3|STRN4_HUMAN	Q9NRL3	STRN4_HUMAN	STRN4	753	Homo sapiens	1:Experimental evidence at protein level	Striatin-4	1.0000	0.9968	2	2	2	2	0	1	1	     0	     0	     0		
sp|Q9NRN9|METL5_HUMAN	Q9NRN9	METL5_HUMAN	METTL5	209	Homo sapiens	1:Experimental evidence at protein level	rRNA N(6)-adenosine-methyltransferase METTL5	1.0000	0.9978	4	7	7	7	1	1	5	     0	     0	     0		
sp|Q9NRP2|COXM2_HUMAN	Q9NRP2	COXM2_HUMAN	CMC2	79	Homo sapiens	1:Experimental evidence at protein level	COX assembly mitochondrial protein 2 homolog	1.0000	0.9988	1	4	4	4	0	1	3	     0	     0	     0		
sp|Q9NRR3|C42S2_HUMAN	Q9NRR3	C42S2_HUMAN	CDC42SE2	84	Homo sapiens	1:Experimental evidence at protein level	CDC42 small effector protein 2	1.0000	0.9957	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q9NRR8|C42S1_HUMAN	Q9NRR8	C42S1_HUMAN	CDC42SE1	79	Homo sapiens	1:Experimental evidence at protein level	CDC42 small effector protein 1	1.0000	0.9928	1	2	2	2	0	1	1	     0	     0	     0		
sp|Q9NRZ9|HELLS_HUMAN	Q9NRZ9	HELLS_HUMAN	HELLS	838	Homo sapiens	1:Experimental evidence at protein level	Lymphoid-specific helicase	1.0000	0.9987	5	13	13	13	3	3	7	     0	     0	     0		
sp|Q9NS56|TOPRS_HUMAN	Q9NS56	TOPRS_HUMAN	TOPORS	1045	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase Topors	1.0000	0.9987	2	2	2	2	0	1	1	     0	     0	     0		
sp|Q9NS91|RAD18_HUMAN	Q9NS91	RAD18_HUMAN	RAD18	495	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RAD18	1.0000	0.9982	3	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NSD9|SYFB_HUMAN	Q9NSD9	SYFB_HUMAN	FARSB	589	Homo sapiens	1:Experimental evidence at protein level	Phenylalanine--tRNA ligase beta subunit	1.0000	0.9970	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NSU2|TREX1_HUMAN	Q9NSU2	TREX1_HUMAN	TREX1	314	Homo sapiens	1:Experimental evidence at protein level	Three-prime repair exonuclease 1	1.0000	0.9976	3	10	10	10	0	3	7	     0	     0	     0		
sp|Q9NSV4|DIAP3_HUMAN	Q9NSV4	DIAP3_HUMAN	DIAPH3	1193	Homo sapiens	1:Experimental evidence at protein level	Protein diaphanous homolog 3	1.0000	0.9989	7	11	11	11	1	6	4	     0	     0	     0		
sp|Q9NTJ3|SMC4_HUMAN	Q9NTJ3	SMC4_HUMAN	SMC4	1288	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 4	1.0000	0.9986	7	19	15	19	2	6	11	     0	     0	     0		
sp|Q9NTJ4|MA2C1_HUMAN	Q9NTJ4	MA2C1_HUMAN	MAN2C1	1040	Homo sapiens	1:Experimental evidence at protein level	Alpha-mannosidase 2C1	1.0000	0.9965	5	7	7	7	1	4	2	     0	     0	     0		
sp|Q9NTK1|DEPP1_HUMAN	Q9NTK1	DEPP1_HUMAN	DEPP1	212	Homo sapiens	1:Experimental evidence at protein level	Protein DEPP1	1.0000	0.9980	2	2	2	2	0	1	1	     0	     0	     0		
sp|Q9NTZ6|RBM12_HUMAN	Q9NTZ6	RBM12_HUMAN	RBM12	932	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 12	1.0000	0.9982	2	2	2	2	0	1	1	     0	     0	     0		
sp|Q9NU22|MDN1_HUMAN	Q9NU22	MDN1_HUMAN	MDN1	5596	Homo sapiens	1:Experimental evidence at protein level	Midasin	1.0000	0.9984	6	9	9	9	1	3	5	     0	     0	     0		
sp|Q9NUL3|STAU2_HUMAN	Q9NUL3	STAU2_HUMAN	STAU2	570	Homo sapiens	1:Experimental evidence at protein level	Double-stranded RNA-binding protein Staufen homolog 2	1.0000	0.9948	2	3	3	3	1	1	1	     0	     0	     0		
sp|Q9NUQ2|PLCE_HUMAN	Q9NUQ2	PLCE_HUMAN	AGPAT5	364	Homo sapiens	1:Experimental evidence at protein level	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon	1.0000	0.9983	2	5	5	5	1	2	2	     0	     0	     0		
sp|Q9NUT2|MITOS_HUMAN	Q9NUT2	MITOS_HUMAN	ABCB8	735	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial potassium channel ATP-binding subunit	1.0000	0.9951	2	5	2	5	1	1	3	     0	     0	     0		
sp|Q9NUU7|DD19A_HUMAN	Q9NUU7	DD19A_HUMAN	DDX19A	478	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX19A	1.0000	0.9986	3	11	0	11	2	3	6	     0	     0	     0	sp|Q9UMR2|DD19B_HUMAN	
sp|Q9NUV9|GIMA4_HUMAN	Q9NUV9	GIMA4_HUMAN	GIMAP4	329	Homo sapiens	1:Experimental evidence at protein level	GTPase IMAP family member 4	1.0000	0.9977	3	5	5	5	2	2	1	     0	     0	     0		
sp|Q9NUX5|POTE1_HUMAN	Q9NUX5	POTE1_HUMAN	POT1	634	Homo sapiens	1:Experimental evidence at protein level	Protection of telomeres protein 1	1.0000	0.9988	1	4	4	4	0	2	2	     0	     0	     0		
sp|Q9NV06|DCA13_HUMAN	Q9NV06	DCA13_HUMAN	DCAF13	445	Homo sapiens	1:Experimental evidence at protein level	DDB1- and CUL4-associated factor 13	1.0000	0.9970	4	7	7	7	0	2	5	     0	     0	     0		
sp|Q9NV88|INT9_HUMAN	Q9NV88	INT9_HUMAN	INTS9	658	Homo sapiens	1:Experimental evidence at protein level	Integrator complex subunit 9	1.0000	0.9976	3	10	10	10	3	3	4	     0	     0	     0		
sp|Q9NV96|CC50A_HUMAN	Q9NV96	CC50A_HUMAN	TMEM30A	361	Homo sapiens	1:Experimental evidence at protein level	Cell cycle control protein 50A	1.0000	0.9959	2	2	1	2	0	0	2	     0	     0	     0		
sp|Q9NVF7|FBX28_HUMAN	Q9NVF7	FBX28_HUMAN	FBXO28	368	Homo sapiens	1:Experimental evidence at protein level	F-box only protein 28	1.0000	0.9921	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NVH2|INT7_HUMAN	Q9NVH2	INT7_HUMAN	INTS7	962	Homo sapiens	1:Experimental evidence at protein level	Integrator complex subunit 7	1.0000	0.9970	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NVI1|FANCI_HUMAN	Q9NVI1	FANCI_HUMAN	FANCI	1328	Homo sapiens	1:Experimental evidence at protein level	Fanconi anemia group I protein	1.0000	0.9984	7	7	7	7	0	3	4	     0	     0	     0		
sp|Q9NVM4|ANM7_HUMAN	Q9NVM4	ANM7_HUMAN	PRMT7	692	Homo sapiens	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 7	1.0000	0.9966	5	9	9	9	2	3	4	     0	     0	     0		
sp|Q9NVP1|DDX18_HUMAN	Q9NVP1	DDX18_HUMAN	DDX18	670	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX18	1.0000	0.9973	2	3	3	3	0	2	1	     0	     0	     0		
sp|Q9NVU7|SDA1_HUMAN	Q9NVU7	SDA1_HUMAN	SDAD1	687	Homo sapiens	1:Experimental evidence at protein level	Protein SDA1 homolog	1.0000	0.9985	3	6	6	6	1	1	4	     0	     0	     0		
sp|Q9NW64|RBM22_HUMAN	Q9NW64	RBM22_HUMAN	RBM22	420	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor RBM22	1.0000	0.9987	4	10	10	10	3	1	6	     0	     0	     0		
sp|Q9NWB6|ARGL1_HUMAN	Q9NWB6	ARGL1_HUMAN	ARGLU1	273	Homo sapiens	1:Experimental evidence at protein level	Arginine and glutamate-rich protein 1	1.0000	0.9950	1	2	2	2	0	0	2	     0	     0	     0		
sp|Q9NWH9|SLTM_HUMAN	Q9NWH9	SLTM_HUMAN	SLTM	1034	Homo sapiens	1:Experimental evidence at protein level	SAFB-like transcription modulator	1.0000	0.9990	5	8	8	8	0	1	7	     0	     0	     0		
sp|Q9NWS1|PARI_HUMAN	Q9NWS1	PARI_HUMAN	PARPBP	579	Homo sapiens	1:Experimental evidence at protein level	PCNA-interacting partner	1.0000	0.9984	2	4	4	4	1	2	1	     0	     0	     0		
sp|Q9NWT8|AKIP_HUMAN	Q9NWT8	AKIP_HUMAN	AURKAIP1	199	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein bS22, mitochondrial	1.0000	0.9965	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NWV8|BABA1_HUMAN	Q9NWV8	BABA1_HUMAN	BABAM1	329	Homo sapiens	1:Experimental evidence at protein level	BRISC and BRCA1-A complex member 1	1.0000	0.9985	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NWW7|CB042_HUMAN	Q9NWW7	CB042_HUMAN	C2orf42	574	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C2orf42	1.0000	0.9921	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q9NWX6|THG1_HUMAN	Q9NWX6	THG1_HUMAN	THG1L	298	Homo sapiens	1:Experimental evidence at protein level	Probable tRNA(His) guanylyltransferase	1.0000	0.9979	2	4	4	4	0	2	2	     0	     0	     0		
sp|Q9NX09|DDIT4_HUMAN	Q9NX09	DDIT4_HUMAN	DDIT4	232	Homo sapiens	1:Experimental evidence at protein level	DNA damage-inducible transcript 4 protein	1.0000	0.9964	2	2	2	2	0	2	0	     0	     0	     0		
sp|Q9NX74|DUS2_HUMAN	Q9NX74	DUS2_HUMAN	DUS2	493	Homo sapiens	1:Experimental evidence at protein level	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	1.0000	0.9973	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NXC5|MIOS_HUMAN	Q9NXC5	MIOS_HUMAN	MIOS	875	Homo sapiens	1:Experimental evidence at protein level	GATOR2 complex protein MIOS	1.0000	0.9964	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q9NXD2|MTMRA_HUMAN	Q9NXD2	MTMRA_HUMAN	MTMR10	777	Homo sapiens	1:Experimental evidence at protein level	Myotubularin-related protein 10	1.0000	0.9936	2	5	5	5	1	2	2	     0	     0	     0		
sp|Q9NXE4|NSMA3_HUMAN	Q9NXE4	NSMA3_HUMAN	SMPD4	866	Homo sapiens	1:Experimental evidence at protein level	Sphingomyelin phosphodiesterase 4	1.0000	0.9969	3	4	4	4	0	0	4	     0	     0	     0		
sp|Q9NXH8|TOR4A_HUMAN	Q9NXH8	TOR4A_HUMAN	TOR4A	423	Homo sapiens	1:Experimental evidence at protein level	Torsin-4A	1.0000	0.9921	2	4	4	4	1	1	2	     0	     0	     0		
sp|Q9NXK8|FXL12_HUMAN	Q9NXK8	FXL12_HUMAN	FBXL12	326	Homo sapiens	1:Experimental evidence at protein level	F-box/LRR-repeat protein 12	1.0000	0.9917	1	3	3	3	1	2	0	     0	     0	     0		
sp|Q9NXR1|NDE1_HUMAN	Q9NXR1	NDE1_HUMAN	NDE1	335	Homo sapiens	1:Experimental evidence at protein level	Nuclear distribution protein nudE homolog 1	1.0000	0.9883	3	4	4	4	0	0	4	     0	     0	     0		
sp|Q9NXW2|DJB12_HUMAN	Q9NXW2	DJB12_HUMAN	DNAJB12	375	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 12	1.0000	0.9961	6	14	14	14	2	3	9	     0	     0	     0		
sp|Q9NY93|DDX56_HUMAN	Q9NY93	DDX56_HUMAN	DDX56	547	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX56	1.0000	0.9965	4	9	9	9	2	3	4	     0	     0	     0		
sp|Q9NY97|B3GN2_HUMAN	Q9NY97	B3GN2_HUMAN	B3GNT2	397	Homo sapiens	1:Experimental evidence at protein level	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	1.0000	0.9958	3	3	3	3	1	2	0	     0	     0	     0		
sp|Q9NYB0|TE2IP_HUMAN	Q9NYB0	TE2IP_HUMAN	TERF2IP	399	Homo sapiens	1:Experimental evidence at protein level	Telomeric repeat-binding factor 2-interacting protein 1	1.0000	0.9860	3	4	2	4	0	3	1	     0	     0	     0		
sp|Q9NYF8|BCLF1_HUMAN	Q9NYF8	BCLF1_HUMAN	BCLAF1	920	Homo sapiens	1:Experimental evidence at protein level	Bcl-2-associated transcription factor 1	1.0000	0.9990	7	12	12	12	1	3	8	     0	     0	     0		
sp|Q9NYH9|UTP6_HUMAN	Q9NYH9	UTP6_HUMAN	UTP6	597	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 6 homolog	1.0000	0.9975	2	10	10	10	6	4	0	     0	     0	     0		
sp|Q9NYK1|TLR7_HUMAN	Q9NYK1	TLR7_HUMAN	TLR7	1049	Homo sapiens	1:Experimental evidence at protein level	Toll-like receptor 7	1.0000	0.9977	2	3	3	3	1	1	1	     0	     0	     0		
sp|Q9NYL9|TMOD3_HUMAN	Q9NYL9	TMOD3_HUMAN	TMOD3	352	Homo sapiens	1:Experimental evidence at protein level	Tropomodulin-3	1.0000	0.9984	2	6	6	6	1	1	4	     0	     0	     0		
sp|Q9NYV6|RRN3_HUMAN	Q9NYV6	RRN3_HUMAN	RRN3	651	Homo sapiens	1:Experimental evidence at protein level	RNA polymerase I-specific transcription initiation factor RRN3	1.0000	0.9987	5	5	3	5	0	4	1	     0	     0	     0		
sp|Q9NYY8|FAKD2_HUMAN	Q9NYY8	FAKD2_HUMAN	FASTKD2	710	Homo sapiens	1:Experimental evidence at protein level	FAST kinase domain-containing protein 2, mitochondrial	1.0000	0.9990	2	5	5	5	1	1	3	     0	     0	     0		
sp|Q9NZ01|TECR_HUMAN	Q9NZ01	TECR_HUMAN	TECR	308	Homo sapiens	1:Experimental evidence at protein level	Very-long-chain enoyl-CoA reductase	1.0000	0.9978	2	2	2	2	0	2	0	     0	     0	     0		
sp|Q9NZ45|CISD1_HUMAN	Q9NZ45	CISD1_HUMAN	CISD1	108	Homo sapiens	1:Experimental evidence at protein level	CDGSH iron-sulfur domain-containing protein 1	1.0000	0.9986	2	3	3	3	0	2	1	     0	     0	     0		
sp|Q9NZB2|F120A_HUMAN	Q9NZB2	F120A_HUMAN	FAM120A	1118	Homo sapiens	1:Experimental evidence at protein level	Constitutive coactivator of PPAR-gamma-like protein 1	1.0000	0.9982	5	6	5	6	0	4	2	     0	     0	     0		
sp|Q9NZJ4|SACS_HUMAN	Q9NZJ4	SACS_HUMAN	SACS	4579	Homo sapiens	1:Experimental evidence at protein level	Sacsin	1.0000	0.9974	4	7	7	7	0	5	2	     0	     0	     0		
sp|Q9NZJ5|E2AK3_HUMAN	Q9NZJ5	E2AK3_HUMAN	EIF2AK3	1116	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2-alpha kinase 3	1.0000	0.9923	2	4	4	4	0	1	3	     0	     0	     0		
sp|Q9NZS9|BFAR_HUMAN	Q9NZS9	BFAR_HUMAN	BFAR	450	Homo sapiens	1:Experimental evidence at protein level	Bifunctional apoptosis regulator	1.0000	0.9878	4	4	3	4	0	4	0	     0	     0	     0		
sp|Q9P000|COMD9_HUMAN	Q9P000	COMD9_HUMAN	COMMD9	198	Homo sapiens	1:Experimental evidence at protein level	COMM domain-containing protein 9	1.0000	0.9983	2	5	5	5	1	1	3	     0	     0	     0		
sp|Q9P016|THYN1_HUMAN	Q9P016	THYN1_HUMAN	THYN1	225	Homo sapiens	1:Experimental evidence at protein level	Thymocyte nuclear protein 1	1.0000	0.9990	1	4	4	4	1	1	2	     0	     0	     0		
sp|Q9P032|NDUF4_HUMAN	Q9P032	NDUF4_HUMAN	NDUFAF4	175	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	1.0000	0.9988	3	10	10	10	2	3	5	     0	     0	     0		
sp|Q9P0J0|NDUAD_HUMAN	Q9P0J0	NDUAD_HUMAN	NDUFA13	144	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	1.0000	0.9990	4	12	12	12	1	3	8	     0	     0	     0		
sp|Q9P0N9|TBCD7_HUMAN	Q9P0N9	TBCD7_HUMAN	TBC1D7	293	Homo sapiens	1:Experimental evidence at protein level	TBC1 domain family member 7	1.0000	0.9989	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q9P107|GMIP_HUMAN	Q9P107	GMIP_HUMAN	GMIP	970	Homo sapiens	1:Experimental evidence at protein level	GEM-interacting protein	1.0000	0.9987	2	4	4	4	0	1	3	     0	     0	     0		
sp|Q9P1T7|MDFIC_HUMAN	Q9P1T7	MDFIC_HUMAN	MDFIC	246	Homo sapiens	1:Experimental evidence at protein level	MyoD family inhibitor domain-containing protein	1.0000	0.9989	2	4	4	4	0	1	3	     0	     0	     0		
sp|Q9P1W9|PIM2_HUMAN	Q9P1W9	PIM2_HUMAN	PIM2	311	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase pim-2	1.0000	0.9989	8	30	25	30	5	10	15	     0	     0	     0		
sp|Q9P1Y6|PHRF1_HUMAN	Q9P1Y6	PHRF1_HUMAN	PHRF1	1649	Homo sapiens	1:Experimental evidence at protein level	PHD and RING finger domain-containing protein 1	1.0000	0.9977	2	4	4	4	0	1	3	     0	     0	     0		
sp|Q9P1Z0|ZBTB4_HUMAN	Q9P1Z0	ZBTB4_HUMAN	ZBTB4	1013	Homo sapiens	1:Experimental evidence at protein level	Zinc finger and BTB domain-containing protein 4	1.0000	0.9988	3	5	5	5	2	2	1	     0	     0	     0		
sp|Q9P246|STIM2_HUMAN	Q9P246	STIM2_HUMAN	STIM2	746	Homo sapiens	1:Experimental evidence at protein level	Stromal interaction molecule 2	1.0000	0.9941	2	2	2	2	0	0	2	     0	     0	     0		
sp|Q9P258|RCC2_HUMAN	Q9P258	RCC2_HUMAN	RCC2	522	Homo sapiens	1:Experimental evidence at protein level	Protein RCC2	1.0000	0.9971	1	3	3	3	0	1	2	     0	     0	     0		
sp|Q9P265|DIP2B_HUMAN	Q9P265	DIP2B_HUMAN	DIP2B	1576	Homo sapiens	1:Experimental evidence at protein level	Disco-interacting protein 2 homolog B	1.0000	0.9978	4	7	6	7	1	2	4	     0	     0	     0		
sp|Q9P270|SLAI2_HUMAN	Q9P270	SLAI2_HUMAN	SLAIN2	581	Homo sapiens	1:Experimental evidence at protein level	SLAIN motif-containing protein 2	1.0000	0.9938	4	5	5	5	0	2	3	     0	     0	     0		
sp|Q9P2D0|IBTK_HUMAN	Q9P2D0	IBTK_HUMAN	IBTK	1353	Homo sapiens	1:Experimental evidence at protein level	Inhibitor of Bruton tyrosine kinase	1.0000	0.9983	3	5	5	5	1	2	2	     0	     0	     0		
sp|Q9P2D1|CHD7_HUMAN	Q9P2D1	CHD7_HUMAN	CHD7	2997	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent chromatin remodeler CHD7	1.0000	0.9989	6	10	7	11	1	3	6	     0	     0	     0		
sp|Q9P2D3|HTR5B_HUMAN	Q9P2D3	HTR5B_HUMAN	HEATR5B	2071	Homo sapiens	1:Experimental evidence at protein level	HEAT repeat-containing protein 5B	1.0000	0.9979	2	3	1	3	0	0	3	     0	     0	     0		
sp|Q9P2E3|ZNFX1_HUMAN	Q9P2E3	ZNFX1_HUMAN	ZNFX1	1918	Homo sapiens	1:Experimental evidence at protein level	NFX1-type zinc finger-containing protein 1	1.0000	0.9950	6	12	12	12	1	5	6	     0	     0	     0		
sp|Q9P2E5|CHPF2_HUMAN	Q9P2E5	CHPF2_HUMAN	CHPF2	772	Homo sapiens	1:Experimental evidence at protein level	Chondroitin polymerizing factor 2, non-catalytic subunit	1.0000	0.9985	4	6	4	6	0	2	4	     0	     0	     0		
sp|Q9P2G1|AKIB1_HUMAN	Q9P2G1	AKIB1_HUMAN	ANKIB1	1089	Homo sapiens	1:Experimental evidence at protein level	Ankyrin repeat and IBR domain-containing protein 1	1.0000	0.9910	2	3	3	3	0	1	2	     0	     0	     0		
sp|Q9P2G9|KLHL8_HUMAN	Q9P2G9	KLHL8_HUMAN	KLHL8	620	Homo sapiens	1:Experimental evidence at protein level	Kelch-like protein 8	1.0000	0.9983	2	2	2	2	0	1	1	     0	     0	     0		
sp|Q9P2I0|CPSF2_HUMAN	Q9P2I0	CPSF2_HUMAN	CPSF2	782	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 2	1.0000	0.9980	6	7	7	7	0	1	6	     0	     0	     0		
sp|Q9P2J3|KLHL9_HUMAN	Q9P2J3	KLHL9_HUMAN	KLHL9	617	Homo sapiens	1:Experimental evidence at protein level	Kelch-like protein 9	1.0000	0.9990	4	5	0	5	0	0	5	     0	     0	     0	sp|Q9P2N7|KLH13_HUMAN	
sp|Q9P2J5|SYLC_HUMAN	Q9P2J5	SYLC_HUMAN	LARS1	1176	Homo sapiens	1:Experimental evidence at protein level	Leucine--tRNA ligase, cytoplasmic	1.0000	0.9935	1	3	3	3	0	0	3	     0	     0	     0		
sp|Q9P2N6|KANL3_HUMAN	Q9P2N6	KANL3_HUMAN	KANSL3	904	Homo sapiens	1:Experimental evidence at protein level	KAT8 regulatory NSL complex subunit 3	1.0000	0.9952	2	2	2	2	0	1	1	     0	     0	     0		
sp|Q9P2P5|HECW2_HUMAN	Q9P2P5	HECW2_HUMAN	HECW2	1572	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HECW2	1.0000	0.9985	4	7	4	7	1	4	2	     0	     0	     0		
sp|Q9P2Q2|FRM4A_HUMAN	Q9P2Q2	FRM4A_HUMAN	FRMD4A	1039	Homo sapiens	1:Experimental evidence at protein level	FERM domain-containing protein 4A	1.0000	0.9976	2	4	4	4	2	1	1	     0	     0	     0		
sp|Q9UBB4|ATX10_HUMAN	Q9UBB4	ATX10_HUMAN	ATXN10	475	Homo sapiens	1:Experimental evidence at protein level	Ataxin-10	1.0000	0.9983	2	3	3	3	0	2	1	     0	     0	     0		
sp|Q9UBB6|NCDN_HUMAN	Q9UBB6	NCDN_HUMAN	NCDN	729	Homo sapiens	1:Experimental evidence at protein level	Neurochondrin	1.0000	0.9978	2	2	2	2	0	2	0	     0	     0	     0		
sp|Q9UBB9|TFP11_HUMAN	Q9UBB9	TFP11_HUMAN	TFIP11	837	Homo sapiens	1:Experimental evidence at protein level	Tuftelin-interacting protein 11	1.0000	0.9945	3	4	4	4	0	2	2	     0	     0	     0		
sp|Q9UBD5|ORC3_HUMAN	Q9UBD5	ORC3_HUMAN	ORC3	711	Homo sapiens	1:Experimental evidence at protein level	Origin recognition complex subunit 3	1.0000	0.9975	3	5	5	5	1	3	1	     0	     0	     0		
sp|Q9UBE0|SAE1_HUMAN	Q9UBE0	SAE1_HUMAN	SAE1	346	Homo sapiens	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 1	1.0000	0.9990	1	2	2	2	0	0	2	     0	     0	     0		
